order_id,rule_id,rule_name,rule_description,created_at
ORD-000971,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-10-26 00:00:00
ORD-005883,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-10-26 09:00:00
ORD-000446,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-10-26 19:00:00
ORD-000447,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-10-26 22:00:00
ORD-006578,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-10-27 12:00:00
ORD-002033,R007,Blacklisted IP,IP found in blacklist,2026-10-29 22:00:00
ORD-002034,R007,Blacklisted IP,IP found in blacklist,2026-10-29 22:07:00
ORD-002035,R007,Blacklisted IP,IP found in blacklist,2026-10-29 22:14:00
ORD-002036,R007,Blacklisted IP,IP found in blacklist,2026-10-29 22:21:00
ORD-001643,R007,Blacklisted IP,IP found in blacklist,2026-10-31 01:00:00
ORD-001644,R007,Blacklisted IP,IP found in blacklist,2026-10-31 01:08:00
ORD-001645,R007,Blacklisted IP,IP found in blacklist,2026-10-31 01:16:00
ORD-001646,R007,Blacklisted IP,IP found in blacklist,2026-10-31 01:24:00
ORD-001647,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-10-31 01:32:00
ORD-001647,R007,Blacklisted IP,IP found in blacklist,2026-10-31 01:32:00
ORD-001648,R007,Blacklisted IP,IP found in blacklist,2026-10-31 01:40:00
ORD-001034,R007,Blacklisted IP,IP found in blacklist,2026-11-02 06:00:00
ORD-001035,R007,Blacklisted IP,IP found in blacklist,2026-11-02 06:08:00
ORD-001036,R007,Blacklisted IP,IP found in blacklist,2026-11-02 06:16:00
ORD-001037,R007,Blacklisted IP,IP found in blacklist,2026-11-02 06:24:00
ORD-001038,R007,Blacklisted IP,IP found in blacklist,2026-11-02 06:32:00
ORD-001039,R007,Blacklisted IP,IP found in blacklist,2026-11-02 06:40:00
ORD-003271,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-02 22:00:00
ORD-003046,R007,Blacklisted IP,IP found in blacklist,2026-11-04 18:00:00
ORD-003047,R007,Blacklisted IP,IP found in blacklist,2026-11-04 18:08:00
ORD-003048,R007,Blacklisted IP,IP found in blacklist,2026-11-04 18:16:00
ORD-003049,R007,Blacklisted IP,IP found in blacklist,2026-11-04 18:24:00
ORD-003050,R007,Blacklisted IP,IP found in blacklist,2026-11-04 18:32:00
ORD-003051,R007,Blacklisted IP,IP found in blacklist,2026-11-04 18:40:00
ORD-000729,R007,Blacklisted IP,IP found in blacklist,2026-11-05 10:00:00
ORD-000730,R007,Blacklisted IP,IP found in blacklist,2026-11-05 10:08:00
ORD-000731,R007,Blacklisted IP,IP found in blacklist,2026-11-05 10:16:00
ORD-000732,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-05 10:24:00
ORD-000732,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-05 10:24:00
ORD-000732,R007,Blacklisted IP,IP found in blacklist,2026-11-05 10:24:00
ORD-000733,R007,Blacklisted IP,IP found in blacklist,2026-11-05 10:32:00
ORD-000734,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-05 10:40:00
ORD-000734,R007,Blacklisted IP,IP found in blacklist,2026-11-05 10:40:00
ORD-000631,R007,Blacklisted IP,IP found in blacklist,2026-11-09 10:00:00
ORD-000632,R007,Blacklisted IP,IP found in blacklist,2026-11-09 10:07:00
ORD-000633,R007,Blacklisted IP,IP found in blacklist,2026-11-09 10:14:00
ORD-000634,R007,Blacklisted IP,IP found in blacklist,2026-11-09 10:21:00
ORD-001581,R007,Blacklisted IP,IP found in blacklist,2026-11-09 16:00:00
ORD-001582,R007,Blacklisted IP,IP found in blacklist,2026-11-09 16:08:00
ORD-001583,R007,Blacklisted IP,IP found in blacklist,2026-11-09 16:16:00
ORD-001584,R007,Blacklisted IP,IP found in blacklist,2026-11-09 16:24:00
ORD-001585,R007,Blacklisted IP,IP found in blacklist,2026-11-09 16:32:00
ORD-001586,R007,Blacklisted IP,IP found in blacklist,2026-11-09 16:40:00
ORD-002538,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-10 05:40:00
ORD-005998,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-10 20:00:00
ORD-005479,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-11 09:00:00
ORD-006034,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-11-11 20:00:00
ORD-001098,R007,Blacklisted IP,IP found in blacklist,2026-11-12 00:00:00
ORD-001099,R007,Blacklisted IP,IP found in blacklist,2026-11-12 00:08:00
ORD-001100,R007,Blacklisted IP,IP found in blacklist,2026-11-12 00:16:00
ORD-001101,R007,Blacklisted IP,IP found in blacklist,2026-11-12 00:24:00
ORD-001102,R007,Blacklisted IP,IP found in blacklist,2026-11-12 00:32:00
ORD-001103,R007,Blacklisted IP,IP found in blacklist,2026-11-12 00:40:00
ORD-005828,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-12 10:00:00
ORD-005828,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-11-12 10:00:00
ORD-001503,R007,Blacklisted IP,IP found in blacklist,2026-11-14 02:00:00
ORD-001504,R007,Blacklisted IP,IP found in blacklist,2026-11-14 02:07:00
ORD-001505,R007,Blacklisted IP,IP found in blacklist,2026-11-14 02:14:00
ORD-001506,R007,Blacklisted IP,IP found in blacklist,2026-11-14 02:21:00
ORD-000362,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-14 08:00:00
ORD-000686,R007,Blacklisted IP,IP found in blacklist,2026-11-15 04:00:00
ORD-000687,R007,Blacklisted IP,IP found in blacklist,2026-11-15 04:07:00
ORD-000688,R007,Blacklisted IP,IP found in blacklist,2026-11-15 04:14:00
ORD-000689,R007,Blacklisted IP,IP found in blacklist,2026-11-15 04:21:00
ORD-003903,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-15 15:00:00
ORD-005858,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-11-16 23:00:00
ORD-001997,R007,Blacklisted IP,IP found in blacklist,2026-11-18 05:00:00
ORD-001998,R007,Blacklisted IP,IP found in blacklist,2026-11-18 05:08:00
ORD-001999,R007,Blacklisted IP,IP found in blacklist,2026-11-18 05:16:00
ORD-002000,R007,Blacklisted IP,IP found in blacklist,2026-11-18 05:24:00
ORD-002001,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-18 05:32:00
ORD-002001,R007,Blacklisted IP,IP found in blacklist,2026-11-18 05:32:00
ORD-002002,R007,Blacklisted IP,IP found in blacklist,2026-11-18 05:40:00
ORD-003110,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-19 06:00:00
ORD-003780,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-20 12:00:00
ORD-003440,R007,Blacklisted IP,IP found in blacklist,2026-11-21 05:00:00
ORD-003441,R007,Blacklisted IP,IP found in blacklist,2026-11-21 05:08:00
ORD-003442,R007,Blacklisted IP,IP found in blacklist,2026-11-21 05:16:00
ORD-003443,R007,Blacklisted IP,IP found in blacklist,2026-11-21 05:24:00
ORD-003444,R007,Blacklisted IP,IP found in blacklist,2026-11-21 05:32:00
ORD-003445,R007,Blacklisted IP,IP found in blacklist,2026-11-21 05:40:00
ORD-002453,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-22 14:00:00
ORD-003598,R007,Blacklisted IP,IP found in blacklist,2026-11-22 16:00:00
ORD-003599,R007,Blacklisted IP,IP found in blacklist,2026-11-22 16:07:00
ORD-003600,R007,Blacklisted IP,IP found in blacklist,2026-11-22 16:14:00
ORD-003601,R007,Blacklisted IP,IP found in blacklist,2026-11-22 16:21:00
ORD-005756,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-11-22 23:00:00
ORD-006351,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-24 04:00:00
ORD-006351,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-11-24 04:00:00
ORD-003214,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-24 18:00:00
ORD-004995,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-26 10:00:00
ORD-006896,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-11-27 03:00:00
ORD-000117,R007,Blacklisted IP,IP found in blacklist,2026-11-27 07:00:00
ORD-000118,R007,Blacklisted IP,IP found in blacklist,2026-11-27 07:07:00
ORD-000119,R007,Blacklisted IP,IP found in blacklist,2026-11-27 07:14:00
ORD-000120,R007,Blacklisted IP,IP found in blacklist,2026-11-27 07:21:00
ORD-003112,R007,Blacklisted IP,IP found in blacklist,2026-11-27 10:00:00
ORD-003113,R007,Blacklisted IP,IP found in blacklist,2026-11-27 10:08:00
ORD-003114,R007,Blacklisted IP,IP found in blacklist,2026-11-27 10:16:00
ORD-003115,R007,Blacklisted IP,IP found in blacklist,2026-11-27 10:24:00
ORD-003116,R007,Blacklisted IP,IP found in blacklist,2026-11-27 10:32:00
ORD-003117,R007,Blacklisted IP,IP found in blacklist,2026-11-27 10:40:00
ORD-002864,R007,Blacklisted IP,IP found in blacklist,2026-11-27 17:00:00
ORD-002865,R007,Blacklisted IP,IP found in blacklist,2026-11-27 17:07:00
ORD-002866,R007,Blacklisted IP,IP found in blacklist,2026-11-27 17:14:00
ORD-002867,R007,Blacklisted IP,IP found in blacklist,2026-11-27 17:21:00
ORD-005750,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-11-27 19:00:00
ORD-001818,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-11-29 00:00:00
ORD-001818,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-29 00:00:00
ORD-001818,R007,Blacklisted IP,IP found in blacklist,2026-11-29 00:00:00
ORD-001819,R007,Blacklisted IP,IP found in blacklist,2026-11-29 00:07:00
ORD-001820,R007,Blacklisted IP,IP found in blacklist,2026-11-29 00:14:00
ORD-001821,R007,Blacklisted IP,IP found in blacklist,2026-11-29 00:21:00
ORD-004028,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-11-29 13:00:00
ORD-001166,R007,Blacklisted IP,IP found in blacklist,2026-12-01 15:00:00
ORD-001167,R007,Blacklisted IP,IP found in blacklist,2026-12-01 15:08:00
ORD-001168,R007,Blacklisted IP,IP found in blacklist,2026-12-01 15:16:00
ORD-001169,R007,Blacklisted IP,IP found in blacklist,2026-12-01 15:24:00
ORD-001170,R007,Blacklisted IP,IP found in blacklist,2026-12-01 15:32:00
ORD-001171,R007,Blacklisted IP,IP found in blacklist,2026-12-01 15:40:00
ORD-003330,R007,Blacklisted IP,IP found in blacklist,2026-12-02 22:00:00
ORD-003331,R007,Blacklisted IP,IP found in blacklist,2026-12-02 22:07:00
ORD-003332,R007,Blacklisted IP,IP found in blacklist,2026-12-02 22:14:00
ORD-003333,R007,Blacklisted IP,IP found in blacklist,2026-12-02 22:21:00
ORD-002768,R007,Blacklisted IP,IP found in blacklist,2026-12-03 01:00:00
ORD-002769,R007,Blacklisted IP,IP found in blacklist,2026-12-03 01:07:00
ORD-002770,R007,Blacklisted IP,IP found in blacklist,2026-12-03 01:14:00
ORD-002771,R007,Blacklisted IP,IP found in blacklist,2026-12-03 01:21:00
ORD-005174,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-03 13:00:00
ORD-005174,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-12-03 13:00:00
ORD-006015,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-12-04 22:00:00
ORD-000548,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-04 23:40:00
ORD-002312,R007,Blacklisted IP,IP found in blacklist,2026-12-06 09:00:00
ORD-002313,R007,Blacklisted IP,IP found in blacklist,2026-12-06 09:07:00
ORD-002314,R007,Blacklisted IP,IP found in blacklist,2026-12-06 09:14:00
ORD-002315,R007,Blacklisted IP,IP found in blacklist,2026-12-06 09:21:00
ORD-001076,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-12-07 14:00:00
ORD-005657,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-08 01:00:00
ORD-001556,R007,Blacklisted IP,IP found in blacklist,2026-12-08 10:00:00
ORD-001557,R007,Blacklisted IP,IP found in blacklist,2026-12-08 10:08:00
ORD-001558,R007,Blacklisted IP,IP found in blacklist,2026-12-08 10:16:00
ORD-001559,R007,Blacklisted IP,IP found in blacklist,2026-12-08 10:24:00
ORD-001560,R007,Blacklisted IP,IP found in blacklist,2026-12-08 10:32:00
ORD-001561,R007,Blacklisted IP,IP found in blacklist,2026-12-08 10:40:00
ORD-004947,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-11 01:00:00
ORD-002410,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-12-11 01:00:00
ORD-004078,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-11 05:00:00
ORD-002703,R007,Blacklisted IP,IP found in blacklist,2026-12-11 07:00:00
ORD-004656,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-11 07:00:00
ORD-002704,R007,Blacklisted IP,IP found in blacklist,2026-12-11 07:08:00
ORD-002705,R007,Blacklisted IP,IP found in blacklist,2026-12-11 07:16:00
ORD-002706,R007,Blacklisted IP,IP found in blacklist,2026-12-11 07:24:00
ORD-002707,R007,Blacklisted IP,IP found in blacklist,2026-12-11 07:32:00
ORD-002708,R007,Blacklisted IP,IP found in blacklist,2026-12-11 07:40:00
ORD-003529,R007,Blacklisted IP,IP found in blacklist,2026-12-12 05:00:00
ORD-003530,R007,Blacklisted IP,IP found in blacklist,2026-12-12 05:07:00
ORD-003531,R007,Blacklisted IP,IP found in blacklist,2026-12-12 05:14:00
ORD-003532,R007,Blacklisted IP,IP found in blacklist,2026-12-12 05:21:00
ORD-002709,R007,Blacklisted IP,IP found in blacklist,2026-12-12 15:00:00
ORD-002710,R007,Blacklisted IP,IP found in blacklist,2026-12-12 15:07:00
ORD-002711,R007,Blacklisted IP,IP found in blacklist,2026-12-12 15:14:00
ORD-002712,R007,Blacklisted IP,IP found in blacklist,2026-12-12 15:21:00
ORD-005866,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-13 02:00:00
ORD-003096,R007,Blacklisted IP,IP found in blacklist,2026-12-15 14:00:00
ORD-003097,R007,Blacklisted IP,IP found in blacklist,2026-12-15 14:07:00
ORD-003098,R007,Blacklisted IP,IP found in blacklist,2026-12-15 14:14:00
ORD-003099,R007,Blacklisted IP,IP found in blacklist,2026-12-15 14:21:00
ORD-003075,R007,Blacklisted IP,IP found in blacklist,2026-12-15 23:00:00
ORD-003076,R007,Blacklisted IP,IP found in blacklist,2026-12-15 23:07:00
ORD-003077,R007,Blacklisted IP,IP found in blacklist,2026-12-15 23:14:00
ORD-003078,R007,Blacklisted IP,IP found in blacklist,2026-12-15 23:21:00
ORD-002292,R007,Blacklisted IP,IP found in blacklist,2026-12-16 12:00:00
ORD-002293,R007,Blacklisted IP,IP found in blacklist,2026-12-16 12:08:00
ORD-002294,R007,Blacklisted IP,IP found in blacklist,2026-12-16 12:16:00
ORD-002295,R007,Blacklisted IP,IP found in blacklist,2026-12-16 12:24:00
ORD-002296,R007,Blacklisted IP,IP found in blacklist,2026-12-16 12:32:00
ORD-002297,R007,Blacklisted IP,IP found in blacklist,2026-12-16 12:40:00
ORD-005808,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-16 18:00:00
ORD-002750,R007,Blacklisted IP,IP found in blacklist,2026-12-16 23:00:00
ORD-002751,R007,Blacklisted IP,IP found in blacklist,2026-12-16 23:08:00
ORD-002752,R007,Blacklisted IP,IP found in blacklist,2026-12-16 23:16:00
ORD-002753,R007,Blacklisted IP,IP found in blacklist,2026-12-16 23:24:00
ORD-002754,R007,Blacklisted IP,IP found in blacklist,2026-12-16 23:32:00
ORD-002755,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-16 23:40:00
ORD-002755,R007,Blacklisted IP,IP found in blacklist,2026-12-16 23:40:00
ORD-000474,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-18 02:00:00
ORD-003230,R007,Blacklisted IP,IP found in blacklist,2026-12-18 17:00:00
ORD-003231,R007,Blacklisted IP,IP found in blacklist,2026-12-18 17:08:00
ORD-003232,R007,Blacklisted IP,IP found in blacklist,2026-12-18 17:16:00
ORD-003233,R007,Blacklisted IP,IP found in blacklist,2026-12-18 17:24:00
ORD-003234,R007,Blacklisted IP,IP found in blacklist,2026-12-18 17:32:00
ORD-003235,R007,Blacklisted IP,IP found in blacklist,2026-12-18 17:40:00
ORD-003353,R007,Blacklisted IP,IP found in blacklist,2026-12-19 07:00:00
ORD-003354,R007,Blacklisted IP,IP found in blacklist,2026-12-19 07:07:00
ORD-003355,R007,Blacklisted IP,IP found in blacklist,2026-12-19 07:14:00
ORD-003356,R007,Blacklisted IP,IP found in blacklist,2026-12-19 07:21:00
ORD-004001,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-12-19 18:00:00
ORD-003090,R007,Blacklisted IP,IP found in blacklist,2026-12-23 02:00:00
ORD-003091,R007,Blacklisted IP,IP found in blacklist,2026-12-23 02:08:00
ORD-003092,R007,Blacklisted IP,IP found in blacklist,2026-12-23 02:16:00
ORD-003093,R007,Blacklisted IP,IP found in blacklist,2026-12-23 02:24:00
ORD-003094,R007,Blacklisted IP,IP found in blacklist,2026-12-23 02:32:00
ORD-003095,R007,Blacklisted IP,IP found in blacklist,2026-12-23 02:40:00
ORD-002889,R007,Blacklisted IP,IP found in blacklist,2026-12-23 04:00:00
ORD-002890,R007,Blacklisted IP,IP found in blacklist,2026-12-23 04:08:00
ORD-002891,R007,Blacklisted IP,IP found in blacklist,2026-12-23 04:16:00
ORD-002892,R007,Blacklisted IP,IP found in blacklist,2026-12-23 04:24:00
ORD-002893,R007,Blacklisted IP,IP found in blacklist,2026-12-23 04:32:00
ORD-002894,R007,Blacklisted IP,IP found in blacklist,2026-12-23 04:40:00
ORD-000332,R007,Blacklisted IP,IP found in blacklist,2026-12-23 06:00:00
ORD-000333,R007,Blacklisted IP,IP found in blacklist,2026-12-23 06:07:00
ORD-000334,R007,Blacklisted IP,IP found in blacklist,2026-12-23 06:14:00
ORD-000335,R007,Blacklisted IP,IP found in blacklist,2026-12-23 06:21:00
ORD-006153,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-12-24 07:00:00
ORD-000350,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-12-24 09:00:00
ORD-002800,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-12-24 11:00:00
ORD-006240,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2026-12-24 14:00:00
ORD-005778,R006,Multiple Users Same Email,Same email used by multiple user IDs,2026-12-28 06:00:00
ORD-002413,R007,Blacklisted IP,IP found in blacklist,2026-12-29 00:00:00
ORD-002414,R007,Blacklisted IP,IP found in blacklist,2026-12-29 00:07:00
ORD-002415,R007,Blacklisted IP,IP found in blacklist,2026-12-29 00:14:00
ORD-002416,R007,Blacklisted IP,IP found in blacklist,2026-12-29 00:21:00
ORD-003267,R007,Blacklisted IP,IP found in blacklist,2026-12-30 00:00:00
ORD-003268,R007,Blacklisted IP,IP found in blacklist,2026-12-30 00:07:00
ORD-003269,R007,Blacklisted IP,IP found in blacklist,2026-12-30 00:14:00
ORD-003270,R007,Blacklisted IP,IP found in blacklist,2026-12-30 00:21:00
ORD-002479,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2026-12-31 02:00:00
ORD-001118,R007,Blacklisted IP,IP found in blacklist,2026-12-31 23:00:00
ORD-001119,R007,Blacklisted IP,IP found in blacklist,2026-12-31 23:07:00
ORD-001120,R007,Blacklisted IP,IP found in blacklist,2026-12-31 23:14:00
ORD-001121,R007,Blacklisted IP,IP found in blacklist,2026-12-31 23:21:00
ORD-004833,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-01-01 14:00:00
ORD-005870,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-01-01 16:00:00
ORD-005870,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-01-01 16:00:00
ORD-006352,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-01-02 21:00:00
ORD-000864,R007,Blacklisted IP,IP found in blacklist,2027-01-03 04:00:00
ORD-000865,R007,Blacklisted IP,IP found in blacklist,2027-01-03 04:08:00
ORD-000866,R007,Blacklisted IP,IP found in blacklist,2027-01-03 04:16:00
ORD-000867,R007,Blacklisted IP,IP found in blacklist,2027-01-03 04:24:00
ORD-000868,R007,Blacklisted IP,IP found in blacklist,2027-01-03 04:32:00
ORD-000869,R007,Blacklisted IP,IP found in blacklist,2027-01-03 04:40:00
ORD-000955,R007,Blacklisted IP,IP found in blacklist,2027-01-04 18:00:00
ORD-000956,R007,Blacklisted IP,IP found in blacklist,2027-01-04 18:07:00
ORD-000957,R007,Blacklisted IP,IP found in blacklist,2027-01-04 18:14:00
ORD-000958,R007,Blacklisted IP,IP found in blacklist,2027-01-04 18:21:00
ORD-002657,R007,Blacklisted IP,IP found in blacklist,2027-01-04 19:00:00
ORD-002658,R007,Blacklisted IP,IP found in blacklist,2027-01-04 19:08:00
ORD-002659,R007,Blacklisted IP,IP found in blacklist,2027-01-04 19:16:00
ORD-002660,R007,Blacklisted IP,IP found in blacklist,2027-01-04 19:24:00
ORD-002661,R007,Blacklisted IP,IP found in blacklist,2027-01-04 19:32:00
ORD-002662,R007,Blacklisted IP,IP found in blacklist,2027-01-04 19:40:00
ORD-003697,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-01-04 22:00:00
ORD-002363,R007,Blacklisted IP,IP found in blacklist,2027-01-05 00:00:00
ORD-002364,R007,Blacklisted IP,IP found in blacklist,2027-01-05 00:08:00
ORD-002365,R007,Blacklisted IP,IP found in blacklist,2027-01-05 00:16:00
ORD-002366,R007,Blacklisted IP,IP found in blacklist,2027-01-05 00:24:00
ORD-002367,R007,Blacklisted IP,IP found in blacklist,2027-01-05 00:32:00
ORD-002368,R007,Blacklisted IP,IP found in blacklist,2027-01-05 00:40:00
ORD-002615,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-01-05 03:00:00
ORD-000718,R007,Blacklisted IP,IP found in blacklist,2027-01-05 12:00:00
ORD-000719,R007,Blacklisted IP,IP found in blacklist,2027-01-05 12:08:00
ORD-000720,R007,Blacklisted IP,IP found in blacklist,2027-01-05 12:16:00
ORD-000721,R007,Blacklisted IP,IP found in blacklist,2027-01-05 12:24:00
ORD-000722,R007,Blacklisted IP,IP found in blacklist,2027-01-05 12:32:00
ORD-000723,R007,Blacklisted IP,IP found in blacklist,2027-01-05 12:40:00
ORD-000712,R007,Blacklisted IP,IP found in blacklist,2027-01-07 00:00:00
ORD-000713,R007,Blacklisted IP,IP found in blacklist,2027-01-07 00:08:00
ORD-000714,R007,Blacklisted IP,IP found in blacklist,2027-01-07 00:16:00
ORD-000715,R007,Blacklisted IP,IP found in blacklist,2027-01-07 00:24:00
ORD-000716,R007,Blacklisted IP,IP found in blacklist,2027-01-07 00:32:00
ORD-000717,R007,Blacklisted IP,IP found in blacklist,2027-01-07 00:40:00
ORD-004456,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-01-07 16:00:00
ORD-006204,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-01-07 17:00:00
ORD-003515,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-01-08 16:00:00
ORD-007134,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-01-08 19:00:00
ORD-000218,R007,Blacklisted IP,IP found in blacklist,2027-01-09 08:00:00
ORD-000219,R007,Blacklisted IP,IP found in blacklist,2027-01-09 08:07:00
ORD-000220,R007,Blacklisted IP,IP found in blacklist,2027-01-09 08:14:00
ORD-000221,R007,Blacklisted IP,IP found in blacklist,2027-01-09 08:21:00
ORD-003673,R007,Blacklisted IP,IP found in blacklist,2027-01-14 09:00:00
ORD-003674,R007,Blacklisted IP,IP found in blacklist,2027-01-14 09:08:00
ORD-003675,R007,Blacklisted IP,IP found in blacklist,2027-01-14 09:16:00
ORD-003676,R007,Blacklisted IP,IP found in blacklist,2027-01-14 09:24:00
ORD-003677,R007,Blacklisted IP,IP found in blacklist,2027-01-14 09:32:00
ORD-003678,R007,Blacklisted IP,IP found in blacklist,2027-01-14 09:40:00
ORD-002949,R007,Blacklisted IP,IP found in blacklist,2027-01-15 01:00:00
ORD-002091,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-01-15 01:00:00
ORD-002950,R007,Blacklisted IP,IP found in blacklist,2027-01-15 01:08:00
ORD-002951,R007,Blacklisted IP,IP found in blacklist,2027-01-15 01:16:00
ORD-002952,R007,Blacklisted IP,IP found in blacklist,2027-01-15 01:24:00
ORD-002953,R007,Blacklisted IP,IP found in blacklist,2027-01-15 01:32:00
ORD-002954,R007,Blacklisted IP,IP found in blacklist,2027-01-15 01:40:00
ORD-002990,R001,P2 iPhone 16 Rule,iPhone 16 order from P2 track with 180-minute delay,2027-01-15 14:00:00
ORD-006596,R006,Multiple Users Same Email,Same email used by multiple user IDs,2027-01-16 02:00:00
ORD-002065,R007,Blacklisted IP,IP found in blacklist,2027-01-16 06:00:00
ORD-002066,R007,Blacklisted IP,IP found in blacklist,2027-01-16 06:08:00
ORD-002067,R007,Blacklisted IP,IP found in blacklist,2027-01-16 06:16:00
ORD-002068,R007,Blacklisted IP,IP found in blacklist,2027-01-16 06:24:00
ORD-002069,R007,Blacklisted IP,IP found in blacklist,2027-01-16 06:32:00
ORD-002070,R007,Blacklisted IP,IP found in blacklist,2027-01-16 06:40:00
ORD-000924,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-01-16 07:00:00
ORD-005113,R005,User Spend Velocity,User spend exceeds ₹200000 within 24 hours,2027-01-19 15:00:00
ORD-000893,R007,Blacklisted IP,IP found in blacklist,2027-01-19 16:00:00
ORD-000894,R007,Blacklisted IP,IP found in blacklist,2027-01-19 16:07:00
ORD-000895,R007,Blacklisted IP,IP found in blacklist,2027-01-19 16:14:00
ORD-000896,R007,Blacklisted IP,IP found in blacklist,2027-01-19 16:21:00
ORD-001931,R007,Blacklisted IP,IP found in blacklist,2027-01-21 02:00:00
ORD-001932,R007,Blacklisted IP,IP found in blacklist,2027-01-21 02:07:00
ORD-001933,R007,Blacklisted IP,IP found in blacklist,2027-01-21 02:14:00
ORD-001934,R007,Blacklisted IP,IP found in blacklist,2027-01-21 02:21:00
ORD-003275,R007,Blacklisted IP,IP found in blacklist,2027-01-21 07:00:00
ORD-003276,R007,Blacklisted IP,IP found in blacklist,2027-01-21 07:08:00
ORD-003277,R007,Blacklisted IP,IP found in blacklist,2027-01-21 07:16:00
ORD-003278,R007,Blacklisted IP,IP found in blacklist,2027-01-21 07:24:00
